similarity,sentence1,sentence2
0,boy blue bathing suit jumps arms air backyard setting,boy falls grass
2,boy blue bathing suit jumps arms air backyard setting,boy jumps
0,man hooded sweatshirt bows head cathedral,man hoodie strip club
1,man hooded sweatshirt bows head cathedral,priest hoodie bows cathedral
2,man hooded sweatshirt bows head cathedral,man hoodie bows
0,gentleman overlooking neighborhood situation,woman takes dog walk
1,gentleman overlooking neighborhood situation,police officer watches situation closely
2,gentleman overlooking neighborhood situation,man looks something neighborhood
0,woman umbrella listens mobile phone street front graffititagged wall,woman calling cab wont walk rain
2,woman umbrella listens mobile phone street front graffititagged wall,person phone outside rain
0,woman umbrella listens mobile phone street front graffititagged wall,women sits home talks phone
2,two tanned men wearing shorts pulling fishing net along beach shore,men beach
1,two tanned men wearing shorts pulling fishing net along beach shore,man pulling tuna fish
0,two tanned men wearing shorts pulling fishing net along beach shore,men standing mountain top
1,snowboarder grinding rail snowy mountainous area,snowboarder fear
2,snowboarder grinding rail snowy mountainous area,snowboarder outside
0,snowboarder grinding rail snowy mountainous area,snowboarder sitting lodge
0,man wearing jacket looking bike,man looking unicycle
1,man wearing jacket looking bike,man staring blue bike
2,man wearing jacket looking bike,man watching bicycle
0,girl uniform running water fountain gushing water tiles,man dancing
2,girl uniform running water fountain gushing water tiles,girl running water
1,girl uniform running water fountain gushing water tiles,girls happy
0,young girl school uniform dances water sculpture middle crowded public square,public square empty
2,young girl school uniform dances water sculpture middle crowded public square,girl wearing uniform
1,young girl school uniform dances water sculpture middle crowded public square,crowd watching girl
1,woman walking dog leash beach trailing behind pug follows another unseen woman,large woman walks dog
0,woman walking dog leash beach trailing behind pug follows another unseen woman,two dogs play leash
1,woman wearing brown jacket brown pants walking two dogs along beach follow another person,man women take dogs walk beach
2,woman wearing brown jacket brown pants walking two dogs along beach follow another person,person walks two animals along beach
0,woman wearing brown jacket brown pants walking two dogs along beach follow another person,women loads dogs car
2,older man dark blue shirt using tools make glass putting heated kiln,man making glass
1,older man dark blue shirt using tools make glass putting heated kiln,man making glass jar
1,elderly man looking glasses working hot metal,man making sword
2,elderly man looking glasses working hot metal,man glasses
0,elderly man looking glasses working hot metal,girl sleeps
1,young boy showing orange white striped costume orange white joker hat,boy brown hair
1,young boy showing orange white striped costume orange white joker hat,boy age 18
0,young boy showing orange white striped costume orange white joker hat,boy eating taco flying unicorn
0,two children lined outside grassy field arms stretched sides,two kids field arms
0,two children lined outside grassy field arms stretched sides,two kids arm arm field
1,two children lined outside grassy field arms stretched sides,two kids running outside arms like airplane wings
0,two children standing among grass putting arms smiling,two dogs playing catch
2,two children standing among grass putting arms smiling,two kids park smiling
2,two children standing among grass putting arms smiling,two kids smiling
2,man white shirt riding bike pavement,man white shirt
1,man white shirt riding bike pavement,man working
0,man white shirt riding bike pavement,man black shirt
2,crowd people standing railing,people standing next railing
0,crowd people standing railing,people sitting
1,crowd people standing railing,people looking something
1,young boys playing indoor basketball one team black white uniforms orange white,several friends playing game basketball
2,young boys playing indoor basketball one team black white uniforms orange white,several boys playing basketball inside
0,young boys playing indoor basketball one team black white uniforms orange white,girls playing game baseball
0,man suit walks train station,child happy
0,man suit walks train station,two boys ride skateboard
0,beautiful red car among many car show full excited car enthusiasts held tree lined street,car ugly
1,beautiful red car among many car show full excited car enthusiasts held tree lined street,car enthusiasts men
0,beautiful red car among many car show full excited car enthusiasts held tree lined street,car enthusiasts looking motorcycles
2,beautiful red car among many car show full excited car enthusiasts held tree lined street,cars people outdoors
2,beautiful red car among many car show full excited car enthusiasts held tree lined street,car enthusiasts cheer
2,beautiful red car among many car show full excited car enthusiasts held tree lined street,beautiful car displayed
1,man blue uniform jumps air shoot basketball,man playing nba game
2,man blue uniform jumps air shoot basketball,man shooting basketball
0,man blue uniform jumps air shoot basketball,man playing football
0,two young children sitting atop elephant eating greens standing front platform man dressed white shirt standing side,kids chasing monkey
1,two young children sitting atop elephant eating greens standing front platform man dressed white shirt standing side,man telling elephant go
