similarity,sentence1,sentence2
entailment,A lady wearing a white dress and a man in a red striped shirt are dancing.,lady and man together
neutral,A lady wearing a white dress and a man in a red striped shirt are dancing.,lady and man on date
contradiction,A lady wearing a white dress and a man in a red striped shirt are dancing.,girl eats orange
neutral,A male soccer player wearing a white jersey follows the ball tailed by two red-shirts from the opposing team.,A male soccer player joyously wearing a white jersey
contradiction,A male soccer player wearing a white jersey follows the ball tailed by two red-shirts from the opposing team.,A male soccer player not wearing a white jersey
entailment,A male soccer player wearing a white jersey follows the ball tailed by two red-shirts from the opposing team.,A male soccer player wearing a white jersey
entailment,a man paints chinese characters.,A man paints.
neutral,a man paints chinese characters.,A man is having fun.
contradiction,a man paints chinese characters.,No one is painting.
neutral,A woman in a black outfit taking photos of the birds,A woman takes pictures of birds for a wildlife magazine.
entailment,A woman in a black outfit taking photos of the birds,A woman takes pictures of birds.
contradiction,A woman in a black outfit taking photos of the birds,A woman takes pictures of kids running a race.
entailment,There are children playing in the playground.,Kids playing.
neutral,There are children playing in the playground.,Siblings play in a playground.
contradiction,There are children playing in the playground.,A man stands alone in a playground.
entailment,A soccer star is chasing after a ball before it becomes a corner kick!,A soccer star goes after a ball.
neutral,A soccer star is chasing after a ball before it becomes a corner kick!,A soccer star chases a ball that may become a corner kick.
contradiction,A soccer star is chasing after a ball before it becomes a corner kick!,A soccer star is retiring.
neutral,A child puts his hands to the belly of a woman in a red coat.,A child is touching a pregnant woman's stomach.
entailment,A child puts his hands to the belly of a woman in a red coat.,There are two people together.
contradiction,A child puts his hands to the belly of a woman in a red coat.,A woman is giving a piggyback ride to a child.
entailment,The woman in the red jacket looks at the child in a green jacket.,There is a woman wearing a red jacket.
contradiction,The woman in the red jacket looks at the child in a green jacket.,There is a dog in a stroller.
neutral,The woman in the red jacket looks at the child in a green jacket.,The woman is watching her son.
neutral,A child embraces its mother's red coat.,The child is three years old.
entailment,A child embraces its mother's red coat.,The kid hugs his mom.
contradiction,A child embraces its mother's red coat.,The mother is wearing a blue jacket.
entailment,A young boy is touching the stomach of a pregnant woman.,The boy is young
neutral,A young boy is touching the stomach of a pregnant woman.,The woman is giving birth soon
contradiction,A young boy is touching the stomach of a pregnant woman.,The girl is touching the woman
entailment,A boy looks up into a woman's face.,A child is looking at an adult.
neutral,A boy looks up into a woman's face.,A boy is looking at his mother.
contradiction,A boy looks up into a woman's face.,A boy is looking at his father.
entailment,Two young adults are holding a Mike Huckabee campaign sign and smiling.,Two people are campaigning for a politician.
neutral,Two young adults are holding a Mike Huckabee campaign sign and smiling.,A Mike Huckabee supporters are showing their signs at a rally.
contradiction,Two young adults are holding a Mike Huckabee campaign sign and smiling.,Paul Rand supporters are holding up his political campaign signs.
neutral,Two teenagers holding up a Mike Huckabee sign on a grassy medium on a six lane road.,Two people standing in the grass.
contradiction,Two teenagers holding up a Mike Huckabee sign on a grassy medium on a six lane road.,The people are sitting on the sidewalk.
entailment,Two teenagers holding up a Mike Huckabee sign on a grassy medium on a six lane road.,Two teens holding up a sign.
entailment,A man and a woman show support for the campaign of Mike Huckabee as they hold up a sign.,People are holding a sign.
