similarity,sentence1,sentence2
1,woman sitting orange mat sidewalk,woman practicing yoga orange mat sidewalk
2,woman sitting orange mat sidewalk,woman sat sidewalk orange mat
0,small boy playing ocean next pier,boy playing playstation home
2,small boy playing ocean next pier,boy playing outdoors
1,small boy playing ocean next pier,boy playing near pelican beach
1,butcher waiting outside store,butcher wearing apron
0,butcher waiting outside store,butcher inside store behind deli counter
2,butcher waiting outside store,butcher near store
1,man woman two young boys sitting bench flowers background,four people sitting bench daffodils background
0,man woman two young boys sitting bench flowers background,two men two women sitting bench nude discussing terms
2,man woman two young boys sitting bench flowers background,four people sitting bench
1,old lady rowing crops city market,old farmer lady bringing latest crop farmer market
2,old lady rowing crops city market,old lady going market
0,old lady rowing crops city market,car drove farmers market canceling day
0,person bmx bike,person riding horse
2,person bmx bike,person bike
1,person bmx bike,person riding bike dirt obsticals
2,man tricks bicycle,man knows ride bicycle
1,man tricks bicycle,man done tricks many times
0,man tricks bicycle,man fallen bicycle
1,girl somersault middle grassy field,girl practicing gymnastics competition
2,girl somersault middle grassy field,people outside
0,girl somersault middle grassy field,girl sleeping tree
2,bmw rider takes large jump wall,rider air
0,bmw rider takes large jump wall,rider ground
2,man falls brick wall still bike,man fall bike
1,man falls brick wall still bike,man fall bike due clumsy
0,man falls brick wall still bike,man fall car
2,woman glasses lays head back car eyes closed,someone car
0,woman glasses lays head back car eyes closed,teacher reading classroom
1,woman glasses lays head back car eyes closed,lady takes rest
1,girl wearing black shirt glasses sitting back vehicle eyes closed,girl going school vehicle
2,girl wearing black shirt glasses sitting back vehicle eyes closed,girl traveling vehicle
0,girl wearing black shirt glasses sitting back vehicle eyes closed,girl sleeping bed
2,female wearing glasses head tilted back,female tilts head back
1,female wearing glasses head tilted back,little girl wearing blue glasses
0,female wearing glasses head tilted back,male wearing glasses leans forward
1,child green pants attempts handstand field clear blue day,child green pants trying one handstands learned gymnastics class
0,child green pants attempts handstand field clear blue day,child pink somersault field
2,child green pants attempts handstand field clear blue day,child wearing green pants trying balance body hands field
1,woman sleeps back car,woman sleeping back mercedes
0,woman sleeps back car,woman working gym
2,woman sleeps back car,woman sleeping back car
0,children listening man demonstration classroom,man yelling children
2,children listening man demonstration classroom,humans listening demonstration
1,children listening man demonstration classroom,children listening man speak bullying
1,woman walking shopping center,woman walking shopping center happy
0,woman walking shopping center,woman running street
2,woman walking shopping center,woman walking shopping center
0,woman leaves shopping bag hand,woman leaves dog hands
1,woman leaves shopping bag hand,woman leaving grocery store
2,woman leaves shopping bag hand,woman shopping bag hand
0,woman shopping bag walking toward street,woman running away
2,woman shopping bag walking toward street,woman walking
1,woman shopping bag walking toward street,bag paper
1,woman walking dark hallway open street,woman walking work
2,woman walking dark hallway open street,woman walking outdoors
0,woman walking dark hallway open street,woman running grizzly bear field
0,street crews resurface road next fish chips shop,crew enjoying lunch fish chips shop
1,street crews resurface road next fish chips shop,crews fixing potholes fish chips shop
2,street crews resurface road next fish chips shop,road crew working outside
1,old man standing outside adult store,old man bag full adult films
2,old man standing outside adult store,old man stands outside adult store
